2,-2.6245e-19,1.7374e-17,-0.046136,0.031142,-0.0056056
1.9494,-4.7407e-19,3.6045e-20,0.0027992,-0.00014787,1.9448e-05
1.9775,0.037351,0.016414,-0.042916,0.027632,-0.0047476
2.0872,0.10855,0.028038,-0.087914,0.056845,-0.0099284
2.3503,0.21538,0.036691,-0.18407,0.12336,-0.022458
2.7813,0.32788,-8.1605e-17,-0.1226,0.08486,-0.015822
3.3766,0.30747,-0.039182,-0.22641,0.15158,-0.028153
3.5525,6.3059e-16,-0.14683,-0.63073,0.40744,-0.070355
2.0293,-0.69023,2.5621e-16,0.81927,-0.49011,0.082559
